:START_ID,:END_ID,:TYPE,weight,description
disease_422,sign_021,ASSOCIATED_WITH,0.7,Neovascular Glaucoma shows sign of Hypotony
disease_422,sign_035,ASSOCIATED_WITH,0.7,Neovascular Glaucoma shows sign of Conjunctival Injection
disease_438,sign_019,ASSOCIATED_WITH,0.7,Glaucomatocyclitic Crisis shows sign of Neovascularization
disease_438,sign_021,ASSOCIATED_WITH,0.7,Glaucomatocyclitic Crisis shows sign of Hypotony
disease_438,sign_035,ASSOCIATED_WITH,0.7,Glaucomatocyclitic Crisis shows sign of Conjunctival Injection
disease_439,sign_006,ASSOCIATED_WITH,0.7,Angle Closure Glaucoma shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_439,sign_035,ASSOCIATED_WITH,0.7,Angle Closure Glaucoma shows sign of Conjunctival Injection
disease_446,sign_006,ASSOCIATED_WITH,0.7,Acute Angle Closure Glaucoma shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_446,sign_019,ASSOCIATED_WITH,0.7,Acute Angle Closure Glaucoma shows sign of Neovascularization
disease_446,sign_035,ASSOCIATED_WITH,0.7,Acute Angle Closure Glaucoma shows sign of Conjunctival Injection
disease_464,sign_019,ASSOCIATED_WITH,0.7,Anterior Uveitis shows sign of Neovascularization
disease_464,sign_021,ASSOCIATED_WITH,0.7,Anterior Uveitis shows sign of Hypotony
disease_484,sign_021,ASSOCIATED_WITH,0.7,More Common shows sign of Hypotony
disease_484,sign_026,ASSOCIATED_WITH,0.7,More Common shows sign of Hyphema
disease_591,sign_021,ASSOCIATED_WITH,0.7,Rarely shows sign of Hypotony
disease_672,sign_019,ASSOCIATED_WITH,0.7,Postoperative shows sign of Neovascularization
disease_696,sign_019,ASSOCIATED_WITH,0.7,Posner–Schlossman Syndrome shows sign of Neovascularization
disease_696,sign_021,ASSOCIATED_WITH,0.7,Posner–Schlossman Syndrome shows sign of Hypotony
disease_696,sign_035,ASSOCIATED_WITH,0.7,Posner–Schlossman Syndrome shows sign of Conjunctival Injection
disease_706,sign_006,ASSOCIATED_WITH,0.7,Lens-Induced Uveitis shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_706,sign_019,ASSOCIATED_WITH,0.7,Lens-Induced Uveitis shows sign of Neovascularization
disease_706,sign_021,ASSOCIATED_WITH,0.7,Lens-Induced Uveitis shows sign of Hypotony
disease_706,sign_035,ASSOCIATED_WITH,0.7,Lens-Induced Uveitis shows sign of Conjunctival Injection
disease_709,sign_006,ASSOCIATED_WITH,0.7,Behçet Disease shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_709,sign_019,ASSOCIATED_WITH,0.7,Behçet Disease shows sign of Neovascularization
disease_709,sign_021,ASSOCIATED_WITH,0.7,Behçet Disease shows sign of Hypotony
disease_709,sign_035,ASSOCIATED_WITH,0.7,Behçet Disease shows sign of Conjunctival Injection
disease_711,sign_006,ASSOCIATED_WITH,0.7,Lyme Disease shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_711,sign_019,ASSOCIATED_WITH,0.7,Lyme Disease shows sign of Neovascularization
disease_711,sign_021,ASSOCIATED_WITH,0.7,Lyme Disease shows sign of Hypotony
disease_711,sign_035,ASSOCIATED_WITH,0.7,Lyme Disease shows sign of Conjunctival Injection
disease_716,sign_021,ASSOCIATED_WITH,0.7,Syphilis shows sign of Hypotony
disease_716,sign_026,ASSOCIATED_WITH,0.7,Syphilis shows sign of Hyphema
disease_745,sign_006,ASSOCIATED_WITH,0.7,Ugh Syndrome shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_745,sign_019,ASSOCIATED_WITH,0.7,Ugh Syndrome shows sign of Neovascularization
disease_745,sign_021,ASSOCIATED_WITH,0.7,Ugh Syndrome shows sign of Hypotony
disease_745,sign_035,ASSOCIATED_WITH,0.7,Ugh Syndrome shows sign of Conjunctival Injection
disease_761,sign_019,ASSOCIATED_WITH,0.7,Tuberculosis shows sign of Neovascularization
disease_761,sign_021,ASSOCIATED_WITH,0.7,Tuberculosis shows sign of Hypotony
disease_761,sign_026,ASSOCIATED_WITH,0.7,Tuberculosis shows sign of Hyphema
disease_849,sign_021,ASSOCIATED_WITH,0.7,Iridocyclitis shows sign of Hypotony
disease_869,sign_019,ASSOCIATED_WITH,0.7,Hyphema shows sign of Neovascularization
disease_869,sign_021,ASSOCIATED_WITH,0.7,Hyphema shows sign of Hypotony
disease_915,sign_021,ASSOCIATED_WITH,0.7,Arthritis shows sign of Hypotony
disease_929,sign_006,ASSOCIATED_WITH,0.7,Urethritis shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_929,sign_019,ASSOCIATED_WITH,0.7,Urethritis shows sign of Neovascularization
disease_929,sign_021,ASSOCIATED_WITH,0.7,Urethritis shows sign of Hypotony
disease_929,sign_026,ASSOCIATED_WITH,0.7,Urethritis shows sign of Hyphema
disease_929,sign_035,ASSOCIATED_WITH,0.7,Urethritis shows sign of Conjunctival Injection
disease_935,sign_019,ASSOCIATED_WITH,0.7,Spondylitis shows sign of Neovascularization
disease_935,sign_021,ASSOCIATED_WITH,0.7,Spondylitis shows sign of Hypotony
disease_962,sign_006,ASSOCIATED_WITH,0.7,Aphakia shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_962,sign_019,ASSOCIATED_WITH,0.7,Aphakia shows sign of Neovascularization
disease_962,sign_021,ASSOCIATED_WITH,0.7,Aphakia shows sign of Hypotony
disease_962,sign_026,ASSOCIATED_WITH,0.7,Aphakia shows sign of Hyphema
disease_962,sign_035,ASSOCIATED_WITH,0.7,Aphakia shows sign of Conjunctival Injection
disease_338,sign_015,ASSOCIATED_WITH,0.7,Retinoblastoma shows sign of Hemorrhage
disease_338,sign_028,ASSOCIATED_WITH,0.7,Retinoblastoma shows sign of Vitreous Hemorrhage
disease_339,sign_015,ASSOCIATED_WITH,0.7,Toxocariasis shows sign of Hemorrhage
disease_339,sign_028,ASSOCIATED_WITH,0.7,Toxocariasis shows sign of Vitreous Hemorrhage
disease_484,sign_028,ASSOCIATED_WITH,0.7,More Common shows sign of Vitreous Hemorrhage
disease_593,sign_028,ASSOCIATED_WITH,0.7,Most Common shows sign of Vitreous Hemorrhage
disease_711,sign_028,ASSOCIATED_WITH,0.7,Lyme Disease shows sign of Vitreous Hemorrhage
disease_715,sign_015,ASSOCIATED_WITH,0.7,Pars Planitis (>70%) shows sign of Hemorrhage
disease_715,sign_028,ASSOCIATED_WITH,0.7,Pars Planitis (>70%) shows sign of Vitreous Hemorrhage
disease_716,sign_028,ASSOCIATED_WITH,0.7,Syphilis shows sign of Vitreous Hemorrhage
disease_718,sign_015,ASSOCIATED_WITH,0.7,Intraocular Lymphoma shows sign of Hemorrhage
disease_718,sign_028,ASSOCIATED_WITH,0.7,Intraocular Lymphoma shows sign of Vitreous Hemorrhage
disease_719,sign_015,ASSOCIATED_WITH,0.7,Masquerade Syndromes Include Retinoblastoma In Children shows sign of Hemorrhage
disease_719,sign_028,ASSOCIATED_WITH,0.7,Masquerade Syndromes Include Retinoblastoma In Children shows sign of Vitreous Hemorrhage
disease_791,sign_028,ASSOCIATED_WITH,0.7,Primary shows sign of Vitreous Hemorrhage
disease_871,sign_028,ASSOCIATED_WITH,0.7,Lymphoma shows sign of Vitreous Hemorrhage
disease_877,sign_028,ASSOCIATED_WITH,0.7,Nephritis shows sign of Vitreous Hemorrhage
disease_918,sign_028,ASSOCIATED_WITH,0.7,Sclerosis shows sign of Vitreous Hemorrhage
disease_982,sign_028,ASSOCIATED_WITH,0.7,Intermediate Uveitis shows sign of Vitreous Hemorrhage
disease_644,sign_019,ASSOCIATED_WITH,0.7,Vasculitis shows sign of Neovascularization
disease_676,sign_019,ASSOCIATED_WITH,0.7,Retinal Vasculitis shows sign of Neovascularization
disease_871,sign_019,ASSOCIATED_WITH,0.7,Lymphoma shows sign of Neovascularization
disease_191,sign_066,ASSOCIATED_WITH,0.7,Infectious shows sign of Vitreous Cell
disease_031,sign_035,ASSOCIATED_WITH,0.7,Retinal Detachment shows sign of Conjunctival Injection
disease_718,sign_019,ASSOCIATED_WITH,0.7,Intraocular Lymphoma shows sign of Neovascularization
disease_718,sign_035,ASSOCIATED_WITH,0.7,Intraocular Lymphoma shows sign of Conjunctival Injection
disease_850,sign_019,ASSOCIATED_WITH,0.7,Necrosis shows sign of Neovascularization
disease_850,sign_035,ASSOCIATED_WITH,0.7,Necrosis shows sign of Conjunctival Injection
disease_079,sign_006,ASSOCIATED_WITH,0.7,Drugs (E shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_079,sign_053,ASSOCIATED_WITH,0.7,Drugs (E shows sign of Macular Edema
disease_672,sign_053,ASSOCIATED_WITH,0.7,Postoperative shows sign of Macular Edema
disease_031,sign_054,ASSOCIATED_WITH,0.7,Retinal Detachment shows sign of Anterior Chamber Cell
disease_031,sign_066,ASSOCIATED_WITH,0.7,Retinal Detachment shows sign of Vitreous Cell
disease_260,sign_020,ASSOCIATED_WITH,0.7,Nevus shows sign of Hypopyon
disease_260,sign_053,ASSOCIATED_WITH,0.7,Nevus shows sign of Macular Edema
disease_260,sign_054,ASSOCIATED_WITH,0.7,Nevus shows sign of Anterior Chamber Cell
disease_260,sign_066,ASSOCIATED_WITH,0.7,Nevus shows sign of Vitreous Cell
disease_338,sign_053,ASSOCIATED_WITH,0.7,Retinoblastoma shows sign of Macular Edema
disease_338,sign_054,ASSOCIATED_WITH,0.7,Retinoblastoma shows sign of Anterior Chamber Cell
disease_338,sign_066,ASSOCIATED_WITH,0.7,Retinoblastoma shows sign of Vitreous Cell
disease_436,sign_001,ASSOCIATED_WITH,0.7,Amyloidosis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_436,sign_017,ASSOCIATED_WITH,0.7,Amyloidosis shows sign of Blood
disease_436,sign_020,ASSOCIATED_WITH,0.7,Amyloidosis shows sign of Hypopyon
disease_436,sign_023,ASSOCIATED_WITH,0.7,Amyloidosis shows sign of Retinal Detachment
disease_436,sign_053,ASSOCIATED_WITH,0.7,Amyloidosis shows sign of Macular Edema
disease_436,sign_054,ASSOCIATED_WITH,0.7,Amyloidosis shows sign of Anterior Chamber Cell
disease_436,sign_066,ASSOCIATED_WITH,0.7,Amyloidosis shows sign of Vitreous Cell
disease_701,sign_015,ASSOCIATED_WITH,0.7,Schwartz–Matsuo Syndrome shows sign of Hemorrhage
disease_701,sign_053,ASSOCIATED_WITH,0.7,Schwartz–Matsuo Syndrome shows sign of Macular Edema
disease_701,sign_054,ASSOCIATED_WITH,0.7,Schwartz–Matsuo Syndrome shows sign of Anterior Chamber Cell
disease_701,sign_066,ASSOCIATED_WITH,0.7,Schwartz–Matsuo Syndrome shows sign of Vitreous Cell
disease_702,sign_053,ASSOCIATED_WITH,0.7,Tumor shows sign of Macular Edema
disease_702,sign_054,ASSOCIATED_WITH,0.7,Tumor shows sign of Anterior Chamber Cell
disease_729,sign_001,ASSOCIATED_WITH,0.7,Large Cell Lymphoma shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_729,sign_015,ASSOCIATED_WITH,0.7,Large Cell Lymphoma shows sign of Hemorrhage
disease_729,sign_017,ASSOCIATED_WITH,0.7,Large Cell Lymphoma shows sign of Blood
disease_729,sign_020,ASSOCIATED_WITH,0.7,Large Cell Lymphoma shows sign of Hypopyon
disease_729,sign_023,ASSOCIATED_WITH,0.7,Large Cell Lymphoma shows sign of Retinal Detachment
disease_729,sign_053,ASSOCIATED_WITH,0.7,Large Cell Lymphoma shows sign of Macular Edema
disease_729,sign_054,ASSOCIATED_WITH,0.7,Large Cell Lymphoma shows sign of Anterior Chamber Cell
disease_729,sign_066,ASSOCIATED_WITH,0.7,Large Cell Lymphoma shows sign of Vitreous Cell
disease_798,sign_001,ASSOCIATED_WITH,0.7,Rhegmatogenous Retinal Detachment shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_798,sign_015,ASSOCIATED_WITH,0.7,Rhegmatogenous Retinal Detachment shows sign of Hemorrhage
disease_798,sign_020,ASSOCIATED_WITH,0.7,Rhegmatogenous Retinal Detachment shows sign of Hypopyon
disease_798,sign_053,ASSOCIATED_WITH,0.7,Rhegmatogenous Retinal Detachment shows sign of Macular Edema
disease_798,sign_054,ASSOCIATED_WITH,0.7,Rhegmatogenous Retinal Detachment shows sign of Anterior Chamber Cell
disease_798,sign_066,ASSOCIATED_WITH,0.7,Rhegmatogenous Retinal Detachment shows sign of Vitreous Cell
disease_851,sign_053,ASSOCIATED_WITH,0.7,Hypopyon shows sign of Macular Edema
disease_851,sign_066,ASSOCIATED_WITH,0.7,Hypopyon shows sign of Vitreous Cell
disease_861,sign_053,ASSOCIATED_WITH,0.7,Melanoma shows sign of Macular Edema
disease_861,sign_054,ASSOCIATED_WITH,0.7,Melanoma shows sign of Anterior Chamber Cell
disease_871,sign_053,ASSOCIATED_WITH,0.7,Lymphoma shows sign of Macular Edema
disease_871,sign_054,ASSOCIATED_WITH,0.7,Lymphoma shows sign of Anterior Chamber Cell
disease_871,sign_066,ASSOCIATED_WITH,0.7,Lymphoma shows sign of Vitreous Cell
disease_886,sign_001,ASSOCIATED_WITH,0.7,Hyalosis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_886,sign_017,ASSOCIATED_WITH,0.7,Hyalosis shows sign of Blood
disease_886,sign_020,ASSOCIATED_WITH,0.7,Hyalosis shows sign of Hypopyon
disease_886,sign_023,ASSOCIATED_WITH,0.7,Hyalosis shows sign of Retinal Detachment
disease_886,sign_053,ASSOCIATED_WITH,0.7,Hyalosis shows sign of Macular Edema
disease_886,sign_054,ASSOCIATED_WITH,0.7,Hyalosis shows sign of Anterior Chamber Cell
disease_886,sign_066,ASSOCIATED_WITH,0.7,Hyalosis shows sign of Vitreous Cell
disease_888,sign_053,ASSOCIATED_WITH,0.7,Vitritis shows sign of Macular Edema
disease_905,sign_066,ASSOCIATED_WITH,0.7,Diagnosis shows sign of Vitreous Cell
disease_928,sign_017,ASSOCIATED_WITH,0.7,Macular Edema shows sign of Blood
disease_928,sign_020,ASSOCIATED_WITH,0.7,Macular Edema shows sign of Hypopyon
disease_928,sign_054,ASSOCIATED_WITH,0.7,Macular Edema shows sign of Anterior Chamber Cell
disease_928,sign_066,ASSOCIATED_WITH,0.7,Macular Edema shows sign of Vitreous Cell
disease_984,sign_017,ASSOCIATED_WITH,0.7,Choroidopathy shows sign of Blood
disease_988,sign_017,ASSOCIATED_WITH,0.7,Retinochoroidopathy shows sign of Blood
disease_887,sign_033,ASSOCIATED_WITH,0.7,Posterior Uveitis shows sign of Redness
disease_307,sign_066,ASSOCIATED_WITH,0.7,Viral shows sign of Vitreous Cell
disease_339,sign_001,ASSOCIATED_WITH,0.7,Toxocariasis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_339,sign_066,ASSOCIATED_WITH,0.7,Toxocariasis shows sign of Vitreous Cell
disease_441,sign_066,ASSOCIATED_WITH,0.7,Endophthalmitis shows sign of Vitreous Cell
disease_762,sign_001,ASSOCIATED_WITH,0.7,Multifocal Choroiditis With Panuveitis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_762,sign_019,ASSOCIATED_WITH,0.7,Multifocal Choroiditis With Panuveitis shows sign of Neovascularization
disease_762,sign_066,ASSOCIATED_WITH,0.7,Multifocal Choroiditis With Panuveitis shows sign of Vitreous Cell
disease_888,sign_019,ASSOCIATED_WITH,0.7,Vitritis shows sign of Neovascularization
disease_907,sign_019,ASSOCIATED_WITH,0.7,Chorioretinitis shows sign of Neovascularization
disease_923,sign_019,ASSOCIATED_WITH,0.7,Choroiditis shows sign of Neovascularization
disease_924,sign_066,ASSOCIATED_WITH,0.7,Epitheliopathy shows sign of Vitreous Cell
disease_965,sign_019,ASSOCIATED_WITH,0.7,Scotoma shows sign of Neovascularization
disease_967,sign_019,ASSOCIATED_WITH,0.7,Panuveitis shows sign of Neovascularization
disease_982,sign_019,ASSOCIATED_WITH,0.7,Intermediate Uveitis shows sign of Neovascularization
disease_984,sign_001,ASSOCIATED_WITH,0.7,Choroidopathy shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_984,sign_019,ASSOCIATED_WITH,0.7,Choroidopathy shows sign of Neovascularization
disease_988,sign_001,ASSOCIATED_WITH,0.7,Retinochoroidopathy shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_988,sign_019,ASSOCIATED_WITH,0.7,Retinochoroidopathy shows sign of Neovascularization
disease_988,sign_066,ASSOCIATED_WITH,0.7,Retinochoroidopathy shows sign of Vitreous Cell
disease_989,sign_001,ASSOCIATED_WITH,0.7,Histoplasmosis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_989,sign_019,ASSOCIATED_WITH,0.7,Histoplasmosis shows sign of Neovascularization
disease_989,sign_066,ASSOCIATED_WITH,0.7,Histoplasmosis shows sign of Vitreous Cell
disease_171,sign_044,ASSOCIATED_WITH,0.7,Uveitis shows sign of Retinal Hemorrhage
disease_464,sign_030,ASSOCIATED_WITH,0.7,Anterior Uveitis shows sign of Drusen
disease_464,sign_044,ASSOCIATED_WITH,0.7,Anterior Uveitis shows sign of Retinal Hemorrhage
disease_714,sign_066,ASSOCIATED_WITH,0.7,Toxoplasmosis shows sign of Vitreous Cell
disease_757,sign_006,ASSOCIATED_WITH,0.7,Cmv Retinitis shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_757,sign_015,ASSOCIATED_WITH,0.7,Cmv Retinitis shows sign of Hemorrhage
disease_757,sign_030,ASSOCIATED_WITH,0.7,Cmv Retinitis shows sign of Drusen
disease_757,sign_044,ASSOCIATED_WITH,0.7,Cmv Retinitis shows sign of Retinal Hemorrhage
disease_757,sign_066,ASSOCIATED_WITH,0.7,Cmv Retinitis shows sign of Vitreous Cell
disease_850,sign_030,ASSOCIATED_WITH,0.7,Necrosis shows sign of Drusen
disease_850,sign_066,ASSOCIATED_WITH,0.7,Necrosis shows sign of Vitreous Cell
disease_888,sign_030,ASSOCIATED_WITH,0.7,Vitritis shows sign of Drusen
disease_938,sign_030,ASSOCIATED_WITH,0.7,Angiitis shows sign of Drusen
disease_938,sign_044,ASSOCIATED_WITH,0.7,Angiitis shows sign of Retinal Hemorrhage
disease_938,sign_066,ASSOCIATED_WITH,0.7,Angiitis shows sign of Vitreous Cell
disease_072,sign_062,ASSOCIATED_WITH,0.7,Idiopathic shows sign of Exudate
disease_676,sign_062,ASSOCIATED_WITH,0.7,Retinal Vasculitis shows sign of Exudate
disease_709,sign_062,ASSOCIATED_WITH,0.7,Behçet Disease shows sign of Exudate
disease_722,sign_019,ASSOCIATED_WITH,0.7,Hla-B27 shows sign of Neovascularization
disease_722,sign_062,ASSOCIATED_WITH,0.7,Hla-B27 shows sign of Exudate
disease_868,sign_019,ASSOCIATED_WITH,0.7,Planitis shows sign of Neovascularization
disease_868,sign_062,ASSOCIATED_WITH,0.7,Planitis shows sign of Exudate
disease_913,sign_019,ASSOCIATED_WITH,0.7,Granulomatosis shows sign of Neovascularization
disease_914,sign_019,ASSOCIATED_WITH,0.7,Polyangiitis shows sign of Neovascularization
disease_938,sign_019,ASSOCIATED_WITH,0.7,Angiitis shows sign of Neovascularization
disease_957,sign_019,ASSOCIATED_WITH,0.7,Periphlebitis shows sign of Neovascularization
disease_957,sign_062,ASSOCIATED_WITH,0.7,Periphlebitis shows sign of Exudate
disease_985,sign_019,ASSOCIATED_WITH,0.7,Neuroretinitis shows sign of Neovascularization
disease_985,sign_062,ASSOCIATED_WITH,0.7,Neuroretinitis shows sign of Exudate
disease_988,sign_062,ASSOCIATED_WITH,0.7,Retinochoroidopathy shows sign of Exudate
disease_061,sign_062,ASSOCIATED_WITH,0.7,Conjunctivitis shows sign of Exudate
disease_061,sign_066,ASSOCIATED_WITH,0.7,Conjunctivitis shows sign of Vitreous Cell
disease_392,sign_062,ASSOCIATED_WITH,0.7,Optic Atrophy shows sign of Exudate
disease_484,sign_062,ASSOCIATED_WITH,0.7,More Common shows sign of Exudate
disease_711,sign_066,ASSOCIATED_WITH,0.7,Lyme Disease shows sign of Vitreous Cell
disease_879,sign_038,ASSOCIATED_WITH,0.7,Retinitis shows sign of Swelling
disease_887,sign_062,ASSOCIATED_WITH,0.7,Posterior Uveitis shows sign of Exudate
disease_985,sign_038,ASSOCIATED_WITH,0.7,Neuroretinitis shows sign of Swelling
disease_720,sign_020,ASSOCIATED_WITH,0.7,Idiopathic Anterior Uveitis shows sign of Hypopyon
disease_705,sign_017,ASSOCIATED_WITH,0.7,Hla-B27-Associated Uveitis shows sign of Blood
disease_929,sign_017,ASSOCIATED_WITH,0.7,Urethritis shows sign of Blood
disease_990,sign_017,ASSOCIATED_WITH,0.7,Colitis shows sign of Blood
disease_173,sign_038,ASSOCIATED_WITH,0.7,Increased Iop shows sign of Swelling
disease_173,sign_058,ASSOCIATED_WITH,0.7,Increased Iop shows sign of Disc Swelling
disease_173,sign_062,ASSOCIATED_WITH,0.7,Increased Iop shows sign of Exudate
disease_644,sign_038,ASSOCIATED_WITH,0.7,Vasculitis shows sign of Swelling
disease_644,sign_058,ASSOCIATED_WITH,0.7,Vasculitis shows sign of Disc Swelling
disease_676,sign_038,ASSOCIATED_WITH,0.7,Retinal Vasculitis shows sign of Swelling
disease_676,sign_058,ASSOCIATED_WITH,0.7,Retinal Vasculitis shows sign of Disc Swelling
disease_836,sign_062,ASSOCIATED_WITH,0.7,Neuritis shows sign of Exudate
disease_838,sign_062,ASSOCIATED_WITH,0.7,Optic Neuritis shows sign of Exudate
disease_879,sign_058,ASSOCIATED_WITH,0.7,Retinitis shows sign of Disc Swelling
disease_888,sign_038,ASSOCIATED_WITH,0.7,Vitritis shows sign of Swelling
disease_888,sign_058,ASSOCIATED_WITH,0.7,Vitritis shows sign of Disc Swelling
disease_888,sign_062,ASSOCIATED_WITH,0.7,Vitritis shows sign of Exudate
disease_985,sign_058,ASSOCIATED_WITH,0.7,Neuroretinitis shows sign of Disc Swelling
disease_075,sign_036,ASSOCIATED_WITH,0.7,Combination shows sign of Elevated Iop
disease_218,sign_006,ASSOCIATED_WITH,0.7,Allergic shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_218,sign_036,ASSOCIATED_WITH,0.7,Allergic shows sign of Elevated Iop
disease_464,sign_036,ASSOCIATED_WITH,0.7,Anterior Uveitis shows sign of Elevated Iop
disease_567,sign_036,ASSOCIATED_WITH,0.7,Toxic shows sign of Elevated Iop
disease_714,sign_036,ASSOCIATED_WITH,0.7,Toxoplasmosis shows sign of Elevated Iop
disease_761,sign_036,ASSOCIATED_WITH,0.7,Tuberculosis shows sign of Elevated Iop
disease_923,sign_006,ASSOCIATED_WITH,0.7,Choroiditis shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_923,sign_017,ASSOCIATED_WITH,0.7,Choroiditis shows sign of Blood
disease_923,sign_036,ASSOCIATED_WITH,0.7,Choroiditis shows sign of Elevated Iop
disease_968,sign_006,ASSOCIATED_WITH,0.7,Antiglaucoma shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_968,sign_017,ASSOCIATED_WITH,0.7,Antiglaucoma shows sign of Blood
disease_968,sign_036,ASSOCIATED_WITH,0.7,Antiglaucoma shows sign of Elevated Iop
disease_986,sign_006,ASSOCIATED_WITH,0.7,Retinochoroiditis shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_986,sign_017,ASSOCIATED_WITH,0.7,Retinochoroiditis shows sign of Blood
disease_986,sign_036,ASSOCIATED_WITH,0.7,Retinochoroiditis shows sign of Elevated Iop
disease_990,sign_006,ASSOCIATED_WITH,0.7,Colitis shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_990,sign_036,ASSOCIATED_WITH,0.7,Colitis shows sign of Elevated Iop
disease_276,sign_053,ASSOCIATED_WITH,0.7,Inflammatory shows sign of Macular Edema
disease_421,sign_001,ASSOCIATED_WITH,0.7,Steroid-Response Glaucoma shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_421,sign_025,ASSOCIATED_WITH,0.7,Steroid-Response Glaucoma shows sign of Retinal Neovascularization
disease_421,sign_053,ASSOCIATED_WITH,0.7,Steroid-Response Glaucoma shows sign of Macular Edema
disease_422,sign_001,ASSOCIATED_WITH,0.7,Neovascular Glaucoma shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_422,sign_025,ASSOCIATED_WITH,0.7,Neovascular Glaucoma shows sign of Retinal Neovascularization
disease_422,sign_053,ASSOCIATED_WITH,0.7,Neovascular Glaucoma shows sign of Macular Edema
disease_439,sign_025,ASSOCIATED_WITH,0.7,Angle Closure Glaucoma shows sign of Retinal Neovascularization
disease_439,sign_053,ASSOCIATED_WITH,0.7,Angle Closure Glaucoma shows sign of Macular Edema
disease_446,sign_025,ASSOCIATED_WITH,0.7,Acute Angle Closure Glaucoma shows sign of Retinal Neovascularization
disease_446,sign_053,ASSOCIATED_WITH,0.7,Acute Angle Closure Glaucoma shows sign of Macular Edema
disease_464,sign_025,ASSOCIATED_WITH,0.7,Anterior Uveitis shows sign of Retinal Neovascularization
disease_647,sign_006,ASSOCIATED_WITH,0.7,Orbital Disease shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_647,sign_019,ASSOCIATED_WITH,0.7,Orbital Disease shows sign of Neovascularization
disease_647,sign_025,ASSOCIATED_WITH,0.7,Orbital Disease shows sign of Retinal Neovascularization
disease_647,sign_035,ASSOCIATED_WITH,0.7,Orbital Disease shows sign of Conjunctival Injection
disease_647,sign_053,ASSOCIATED_WITH,0.7,Orbital Disease shows sign of Macular Edema
disease_874,sign_025,ASSOCIATED_WITH,0.7,Granuloma shows sign of Retinal Neovascularization
disease_874,sign_053,ASSOCIATED_WITH,0.7,Granuloma shows sign of Macular Edema
disease_887,sign_025,ASSOCIATED_WITH,0.7,Posterior Uveitis shows sign of Retinal Neovascularization
disease_887,sign_035,ASSOCIATED_WITH,0.7,Posterior Uveitis shows sign of Conjunctival Injection
disease_928,sign_025,ASSOCIATED_WITH,0.7,Macular Edema shows sign of Retinal Neovascularization
disease_928,sign_035,ASSOCIATED_WITH,0.7,Macular Edema shows sign of Conjunctival Injection
disease_188,sign_025,ASSOCIATED_WITH,0.7,Scleritis shows sign of Retinal Neovascularization
disease_644,sign_023,ASSOCIATED_WITH,0.7,Vasculitis shows sign of Retinal Detachment
disease_644,sign_025,ASSOCIATED_WITH,0.7,Vasculitis shows sign of Retinal Neovascularization
disease_676,sign_023,ASSOCIATED_WITH,0.7,Retinal Vasculitis shows sign of Retinal Detachment
disease_676,sign_025,ASSOCIATED_WITH,0.7,Retinal Vasculitis shows sign of Retinal Neovascularization
disease_705,sign_019,ASSOCIATED_WITH,0.7,Hla-B27-Associated Uveitis shows sign of Neovascularization
disease_705,sign_023,ASSOCIATED_WITH,0.7,Hla-B27-Associated Uveitis shows sign of Retinal Detachment
disease_705,sign_025,ASSOCIATED_WITH,0.7,Hla-B27-Associated Uveitis shows sign of Retinal Neovascularization
disease_709,sign_023,ASSOCIATED_WITH,0.7,Behçet Disease shows sign of Retinal Detachment
disease_709,sign_025,ASSOCIATED_WITH,0.7,Behçet Disease shows sign of Retinal Neovascularization
disease_722,sign_023,ASSOCIATED_WITH,0.7,Hla-B27 shows sign of Retinal Detachment
disease_722,sign_025,ASSOCIATED_WITH,0.7,Hla-B27 shows sign of Retinal Neovascularization
disease_851,sign_025,ASSOCIATED_WITH,0.7,Hypopyon shows sign of Retinal Neovascularization
disease_879,sign_025,ASSOCIATED_WITH,0.7,Retinitis shows sign of Retinal Neovascularization
